,Company,TypeName,Inches,Ram(GB),OpSys,Weight(Kg),Price_euros,MemorySSD(GB),MemoryHDD(GB),MemoryFlash(GB),MemoryHybrid(GB),CPU_Company,CPU_Version,CPU_Speed(GHz),GPU_Company,GPU_Version,ScreenResolution_Type,ScreenResolution_Width,ScreenResolution_High
294,Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Full HD,1920,1080
295,Lenovo,Gaming,15.6,8,Windows 10,3.2,1299.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
296,Acer,Notebook,15.6,8,Linux,2.5,979.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
297,Dell,Workstation,17.3,16,Windows 10,3.42,2884.86,256.0,0.0,0.0,0.0,Intel,Core i7 7820HQ,2.9,Nvidia,Quadro M1200,Full HD,1920,1080
298,Lenovo,Notebook,15.6,6,Windows 10,2.4,499.0,0.0,1024.0,0.0,0.0,AMD,A10-Series 9600P,2.4,AMD,Radeon R5 430,Full HD,1920,1080
299,Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
300,Asus,Notebook,14.0,4,Windows 10,1.3,509.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
301,Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
302,Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce GTX 940M,Unknown,1600,900
303,Lenovo,Notebook,15.6,8,No OS,2.2,549.0,0.0,2048.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,Unknown,1366,768
304,Asus,Gaming,15.6,8,Windows 10,2.5,1265.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
305,Lenovo,Notebook,15.6,4,No OS,2.2,359.99,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
306,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
307,Toshiba,Notebook,15.6,8,Windows 10,2.2,1043.0,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Nvidia,GeForce 930M,IPS Panel Full HD,1920,1080
308,Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,Full HD,1920,1080
309,HP,Notebook,15.6,4,Windows 10,1.86,469.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
310,Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
311,Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,1024.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
312,MSI,Gaming,15.6,16,Windows 10,2.8,2099.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
313,Acer,Notebook,15.6,8,Windows 10,2.23,469.0,256.0,0.0,0.0,0.0,AMD,A8-Series 7410,2.2,AMD,Radeon R5,Full HD,1920,1080
314,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Touchscreen,1366,768
315,Dell,Notebook,15.6,8,Windows 10,2.33,844.0,128.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
316,HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,1024.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
317,Lenovo,Notebook,13.3,4,Chrome OS,1.45,459.9,0.0,0.0,16.0,0.0,Intel,Celeron Dual Core 3855U,1.6,Intel,HD Graphics 510,Unknown,1366,768
318,HP,Notebook,14.0,8,Windows 10,1.95,980.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
319,Acer,Notebook,11.6,4,Windows 10,1.4,485.0,0.0,0.0,128.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Unknown,1366,768
320,HP,Notebook,14.0,8,Windows 10,1.48,1292.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
321,Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920MX,Unknown,1600,900
322,Asus,Notebook,14.0,8,Windows 10,2.0,1094.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
323,HP,Notebook,15.6,8,Windows 10,2.1,902.0,0.0,1024.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel Full HD,1366,768
324,Acer,Notebook,15.6,8,Windows 10,2.2,659.0,256.0,0.0,0.0,0.0,AMD,A12-Series 9720P,2.7,AMD,Radeon RX 540,Unknown,1366,768
325,Lenovo,Notebook,14.0,4,Windows 10,1.44,292.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
326,Acer,Notebook,15.6,6,Windows 10,2.23,549.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
327,Asus,Ultrabook,15.6,8,Windows 10,1.7,1049.9,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
328,HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
329,Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,1024.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,4K Ultra HD / Touchscreen,3840,2160
330,MSI,Gaming,17.3,8,Windows 10,2.7,1199.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
331,Toshiba,Notebook,15.6,8,Windows 10,2.0,943.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
332,Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
333,Lenovo,Notebook,15.6,4,Windows 10,1.85,449.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
334,Asus,Gaming,15.6,8,Windows 10,2.5,999.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
335,HP,Notebook,14.0,8,Windows 10,1.48,1268.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
336,Dell,Ultrabook,15.6,8,Windows 10,1.9,1049.0,128.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
337,HP,Notebook,15.6,8,Windows 10,1.84,1144.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
338,Asus,Notebook,15.6,4,Linux,2.0,274.99,0.0,1024.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
339,Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,256.0,0.0,0.0,0.0,Intel,Core i5 8250U,1.6,Nvidia,GeForce 940MX,Full HD,1920,1080
340,Dell,Notebook,15.6,4,Linux,2.2,274.9,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics,Unknown,1366,768
341,Lenovo,Notebook,15.6,12,Windows 10,2.2,899.0,0.0,2048.0,0.0,0.0,AMD,A12-Series 9720P,3.6,AMD,Radeon 530,Full HD,1920,1080
342,HP,Notebook,15.6,8,Windows 10,2.1,716.0,0.0,1024.0,0.0,0.0,Intel,Core i3 7100U,2.4,Nvidia,GeForce 930MX ,IPS Panel Full HD,1920,1080
343,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,512.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
344,Dell,Ultrabook,13.3,8,Windows 10,1.2,1579.0,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,Full HD,1920,1080
345,Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,256.0,2048.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,IPS Panel Full HD,1920,1080
346,HP,Notebook,14.0,2,Windows 10,1.44,279.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
347,Dell,Ultrabook,15.6,16,Windows 10,1.88,1607.96,768.0,0.0,0.0,0.0,Intel,Core i7 8650U,1.9,Intel,UHD Graphics 620,Full HD,1920,1080
348,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Touchscreen,1366,768
349,Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
350,Dell,Notebook,15.6,16,Windows 10,2.06,2027.42,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,4K Ultra HD / Touchscreen,3840,2160
351,HP,Notebook,15.6,8,Windows 10,1.84,1304.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
352,MSI,Gaming,17.3,8,Windows 10,2.7,1409.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
353,HP,Workstation,15.6,8,Windows 10,2.6,1738.27,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M1200,Full HD,1920,1080
354,Toshiba,Notebook,15.6,16,Windows 10,2.4,1403.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Nvidia,GeForce 930M,IPS Panel Full HD,1920,1080
355,Dell,Notebook,15.6,8,Windows 10,2.02,970.9,128.0,2048.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
356,Lenovo,Notebook,15.6,4,No OS,2.2,321.99,0.0,1024.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
357,Dell,Gaming,15.6,8,Windows 10,2.65,999.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
358,Dell,Notebook,15.6,8,Windows 10,2.36,557.37,0.0,2048.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Touchscreen,1366,768
359,Dell,Notebook,14.0,8,Windows 10,1.36,1427.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
360,HP,Notebook,15.6,4,Windows 10,1.86,439.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
361,Asus,Notebook,14.0,8,Windows 10,2.0,945.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
362,Lenovo,Notebook,17.3,6,Windows 10,2.8,719.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce GTX 940MX,Unknown,1600,900
363,HP,Notebook,15.6,8,Windows 10,1.86,639.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
364,Lenovo,Notebook,15.6,8,No OS,2.2,499.0,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX ,Unknown,1366,768
365,HP,Notebook,15.6,8,Windows 10,2.04,389.0,0.0,2048.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics 405,Unknown,1366,768
366,Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,128.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon 530,Full HD,1920,1080
367,Lenovo,Gaming,15.6,8,No OS,2.4,809.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
368,Dell,Notebook,15.6,8,Windows 10,2.33,899.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,Full HD,1920,1080
369,HP,Ultrabook,14.0,8,Windows 10,1.36,1750.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
370,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,512.0,2048.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce GT 940MX,Full HD / Touchscreen,1920,1080
371,Acer,Notebook,15.6,4,Windows 10,2.1,426.0,128.0,0.0,0.0,0.0,AMD,A9-Series 9420,3.0,AMD,Radeon R5,Unknown,1366,768
372,Asus,Gaming,17.3,16,Windows 10,3.25,2199.0,256.0,1024.0,0.0,0.0,AMD,Ryzen 1700,3.0,AMD,Radeon RX 580,IPS Panel Full HD,1920,1080
373,Lenovo,Notebook,17.3,4,Windows 10,2.6,489.0,128.0,0.0,0.0,0.0,AMD,A8-Series 7410,2.2,AMD,Radeon R5,Unknown,1600,900
374,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,Full HD / Touchscreen,1920,1080
375,HP,Notebook,15.6,4,Windows 10,1.91,488.99,256.0,0.0,0.0,0.0,AMD,A9-Series 9420,3.0,AMD,Radeon R5,Full HD,1920,1080
376,Lenovo,Netbook,11.6,4,Windows 10,1.59,553.0,128.0,0.0,0.0,0.0,Intel,Celeron Quad Core N3450,1.1,Intel,HD Graphics 500,IPS Panel,1366,768
377,Dell,Notebook,15.6,4,Windows 10,1.8,309.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
378,Asus,Notebook,14.0,4,Windows 10,1.5,286.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
379,Acer,Notebook,15.6,8,Linux,2.4,846.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
380,HP,Gaming,17.3,8,Windows 10,3.35,1191.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
381,Lenovo,Notebook,15.6,4,No OS,1.85,403.5,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
382,Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
383,Lenovo,Notebook,14.0,8,Windows 10,1.5,1099.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
384,Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
385,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel,2560,1440
386,Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
387,Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,0.0,500.0,0.0,0.0,Intel,Core i5 6440HQ,2.6,AMD,FirePro W5130M,Full HD,1920,1080
388,Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,256.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M1200,IPS Panel Full HD,1920,1080
389,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Touchscreen,2560,1440
390,Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
391,Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
392,Acer,Notebook,15.6,12,Windows 10,2.2,693.99,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,Nvidia,GeForce MX130,IPS Panel,1366,768
393,MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
394,Dell,Notebook,15.6,8,Linux,2.33,778.87,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,Full HD,1920,1080
395,HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,256.0,0.0,0.0,0.0,AMD,A9-Series 9420,3.0,AMD,Radeon 520,Full HD,1920,1080
396,Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon RX 550,IPS Panel Full HD,1920,1080
397,Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
398,Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M1200,4K Ultra HD / Touchscreen,3840,2160
399,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,1024.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel,2560,1440
400,Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,0.0,1024.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
401,Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
402,Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,256.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,AMD,Radeon RX 550,IPS Panel Full HD,1920,1080
403,Acer,Notebook,15.6,8,Linux,2.5,879.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
404,MSI,Gaming,17.3,16,Windows 10,2.8,2249.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
405,Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
406,Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1747.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
407,Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,512.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics,Full HD,1920,1080
408,Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
409,Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
410,Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M1200,Full HD,1920,1080
411,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GT 940MX,IPS Panel Full HD,2560,1440
412,HP,Notebook,15.6,4,Windows 10,2.1,469.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon 520,Full HD,1920,1080
413,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,IPS Panel Full HD / Touchscreen,1920,1080
414,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
415,Dell,Notebook,15.6,4,Linux,2.3,598.9,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,Full HD,1920,1080
416,Dell,Notebook,13.3,4,Windows 10,1.65,689.0,128.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
417,HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
418,Dell,Notebook,15.6,8,Windows 10,2.14,539.95,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
419,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,256.0,0.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon RX 550,IPS Panel Full HD,1920,1080
420,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
421,Chuwi,Notebook,12.3,6,Windows 10,1.4,449.0,0.0,0.0,64.0,0.0,Intel,Celeron Quad Core N3450,1.1,Intel,HD Graphics 500,IPS Panel Retina Display,2736,1824
422,HP,Notebook,15.6,8,Windows 10,2.31,1427.0,256.0,0.0,0.0,0.0,Intel,Core i7 7820HQ,2.9,Intel,HD Graphics 630,Full HD,1920,1080
423,Asus,Notebook,15.6,8,Linux,2.3,597.0,0.0,1024.0,0.0,0.0,Intel,Core i3 7100U,2.4,Nvidia,GeForce 940MX,Full HD,1920,1080
424,Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7820HK,2.9,Nvidia,GeForce GTX 1070,IPS Panel,2560,1440
425,Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,IPS Panel Full HD,1920,1080
426,Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,256.0,2048.0,0.0,0.0,Intel,Core i7 8550U,1.8,AMD,Radeon 530,Full HD,1920,1080
427,Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD,1920,1080
428,HP,Gaming,17.3,12,Windows 10,3.35,1999.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
429,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,32.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,IPS Panel Full HD / Touchscreen,1920,1080
430,Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,0.0,0.0,16.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
431,Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
432,Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,128.0,0.0,0.0,0.0,Intel,Core i3 7130U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
433,Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,512.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Nvidia,GeForce 940MX,IPS Panel 4K Ultra HD,3840,2160
434,Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,512.0,0.0,0.0,0.0,Intel,Core i7 7820HQ,2.9,Nvidia,Quadro M2200M,Full HD,1920,1080
435,Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,256.0,1024.0,0.0,0.0,AMD,Ryzen 1600,3.2,AMD,Radeon RX 580,Full HD,1920,1080
436,HP,Notebook,15.6,4,Windows 10,2.1,347.0,0.0,500.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
437,Google,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,512.0,0.0,0.0,0.0,Intel,Core i7 7Y75,1.3,Intel,HD Graphics 615,Touchscreen,2400,1600
438,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Unknown,2560,1440
439,Asus,Notebook,15.6,4,Linux,2.0,559.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
